qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q373767;histoire;"Île des Faisans";"Pheasant Island";"insolite+phare+saviez";10;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un îlot de trois mille mètres carrés sur la Bidassoa change de nationalité tous les six mois depuis 1659, et personne n'y habite.";"L'île des Faisans (en basque : Faisaien uhartea/irla ; en espagnol : Isla de los Faisanes) ou île de la Conférence (en basque : Konpantzia) est une petite île fluviale située sur la Bidassoa, près de son embouchure et de la baie de Chingoudy, sur la frontière franco-espagnole."
Q1150973;terre;"Inondations de 1931 en Chine";"1931 China floods";"phare+saviez";10;4;ecrit;"fr";2026-09-03;2026-09-07;;"La pire catastrophe naturelle jamais enregistrée a noyé une surface grande comme l'Angleterre et tué jusqu'à quatre millions de personnes.";"Les inondations de 1931 en Chine sont l’une des catastrophes naturelles les plus meurtrières du XXe siècle, hors pandémies et famines. Un hiver neigeux suivi d'un printemps et d'un été pluvieux causent une crue exceptionnelle du Yangzi Jiang et du fleuve Jaune, ainsi que de la rivière Huai He."
Q1294046;mysteres;"James Barry (médecin)";"James Barry (surgeon)";"phare+saviez";10;5;publie;"fr";2026-09-03;;2026-09-05;"Chirurgien vedette de l'armée britannique pendant quarante ans, il fut découvert au moment de sa toilette mortuaire en 1865 avoir un corps de femme.";"James Miranda Stuart Barry, né Margaret Ann Bulkley vers 1789-1799 à Belfast ou Cork, et mort le 25 juillet 1865 à Londres, est un chirurgien militaire de l'armée britannique."
Q182260;mysteres;"Jeanne Calment";"Jeanne Calment";"insolite+phare+saviez";10;2;publie;"fr";2026-09-03;;2026-09-04;"Morte à 122 ans, elle avait vendu son appartement en viager à un notaire de 47 ans, qui est décédé avant elle après lui avoir versé plus que sa valeur.";"Jeanne Calment est une supercentenaire française née le 21 février 1875 à Arles (Bouches-du-Rhône) et morte le 4 août 1997 dans la même ville, à l'âge de 122 ans, 5 mois et 14 jours."
Q497072;esprit;"Joseph Meister";"";"phare+saviez";10;5;ecrit;"fr";2026-09-03;2026-09-07;;"Enfant mordu par un chien enragé, il a reçu en 1885 un vaccin jamais essayé sur l'être humain, et il a survécu.";"Joseph Meister, né le 21 février 1876 à Paris et mort le 24 juin 1940 dans la même ville, est un Alsacien qui, à l'âge de neuf ans, après avoir été mordu 14 fois par un chien, fut vacciné contre la rage par le Professeur Grancher."
Q595140;arts;"La Disparition (roman)";"";"insolite+phare+saviez";10;6;publie;"fr";2026-09-03;;2026-09-05;"Un roman de trois cents pages sans une seule lettre e, traduit dans plusieurs langues en respectant la même contrainte.";"La Disparition est un roman en lipogramme de Georges Perec publié en 1969, qui sur près de trois cents pages, ne comporte pas une seule fois la lettre e, pourtant la plus utilisée dans la langue française."
Q1544731;terre;"";"Lake Peigneur";"insolite+phare+saviez";10;1;publie;"fr";2026-09-03;;2026-09-05;"Une foreuse a percé le plafond d'une mine de sel sous le lac en 1980 : l'eau s'est engouffrée et le lac tout entier a disparu dans le trou.";"Le lac Peigneur (Peigneur Lake) est un petit plan d'eau situé dans la paroisse de l'Ibérie en Louisiane, aux États-Unis. Il est particulièrement connu pour la catastrophe industrielle qui l'a frappé le 20 novembre 1980."
Q7604;sciences;"Leonhard Euler";"Leonhard Euler";"phare+saviez";10;0;ecrit;"fr";2026-09-03;2026-09-07;;"Devenu totalement aveugle, il a doublé sa production et dicté tant de mémoires qu'on en publiait encore cinquante ans après sa mort.";"Leonhard Euler (en allemand : [ˈleːɔnhaʁt ˈɔɪ̯lɐ] ), né le 15 avril 1707 à Bâle (Suisse) et mort le 7 septembre 1783 (18 septembre dans le calendrier grégorien) à Saint-Pétersbourg (Empire russe), est un mathématicien et physicien suisse, qui passa la plus grande partie de sa vie dans l'Empire russe et en Allemagne."
Q16570;vivant;"";"Lonesome George";"insolite+phare";10;2;ecrit;"fr";2026-09-03;2026-09-07;;"Dernier de sa sous-espèce, il a refusé pendant quarante ans toutes les femelles qu'on lui présentait et l'a emportée avec lui en 2012.";"Georges le solitaire, originellement el Solitario Jorge en espagnol, est le nom donné à celui que l'on pensait être la dernière tortue connue de l'espèce Chelonoidis abingdonii, une des dix espèces de tortues géantes des Galápagos."
Q179492;mysteres;"Manuscrit de Voynich";"Voynich manuscript";"insolite+phare+saviez";10;2;publie;"fr";2026-09-03;;2026-09-04;"Deux cent quarante pages dans une écriture que personne n'a jamais lue, illustrées de plantes qui n'existent pas.";"Le manuscrit de Voynich est un livre illustré anonyme rédigé dans une écriture à ce jour non déchiffrée et une langue non identifiée."
Q574464;cosmos;"Mars Climate Orbiter";"Mars Climate Orbiter";"insolite+phare+saviez";10;2;ecrit;"fr";2026-09-03;2026-09-07;;"Une sonde à 300 millions de dollars détruite parce qu'une équipe travaillait en unités impériales et l'autre en métrique.";"Mars Climate Orbiter (anciennement Mars Surveyor Orbiter) est une des deux sondes spatiales de l'agence spatiale américaine, la NASA, lancée en 1998 pour étudier la planète Mars."
Q1139250;arts;"Mémorial Crazy Horse";"Crazy Horse Memorial";"insolite+phare";10;2;ecrit;"fr";2026-09-03;2026-09-07;;"Commencée en 1948, la sculpture n'a encore que le visage terminé ; son nez mesure à lui seul près de huit mètres.";"Le mémorial Crazy Horse, en anglais Crazy Horse Memorial, est un monument sculpté dans la montagne d'après le projet de Korczak Ziółkowski et situé dans les Black Hills, dans le Dakota du Sud aux États-Unis, représentant Crazy Horse, un guerrier et chef sioux du clan Oglala, tribu des Lakota, monté"
Q1757822;arts;"Merde d'artiste";"Artist's Shit";"insolite+phare";10;3;publie;"fr";2026-09-03;;2026-09-05;"Quatre-vingt-dix boîtes de conserve scellées en 1961 se vendent aujourd'hui bien plus cher que leur poids en or.";"Merde d'artiste (ou en italien Merda d’artista) est une œuvre de l’artiste italien Piero Manzoni influencée par les ready-mades de Marcel Duchamp. L'œuvre réalisée en 1961 se compose de 90 boîtes de conserve cylindriques en métal (4,8 × 6 cm), hermétiquement fermées, qui contiennent les excréments de l'artiste, étiquetées, numérotées et signées."
Q4661508;cosmos;"Météore de Tcheliabinsk";"Chelyabinsk meteor";"phare+saviez";10;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un rocher de vingt mètres invisible jusqu'au dernier instant a blessé 1 500 personnes avec ses seules ondes de choc en 2013.";"Le météore de Tcheliabinsk ou bolide de Tcheliabinsk, parfois qualifié de superbolide de Tcheliabinsk, est un bolide qui a été observé dans le ciel du sud de l’Oural, au-dessus de l’oblast de Tcheliabinsk près du Kazakhstan, le matin du 15 février 2013 vers 9 h 20 locales (3 h 20 UTC)."
Q2564923;mysteres;"Météorite de Sylacauga";"";"insolite+phare+saviez";10;2;ecrit;"fr";2026-09-03;2026-09-07;;"En 1954, une pierre de quatre kilos traverse un toit, rebondit sur un poste de radio et meurtrit Ann Hodges endormie sur son canapé.";"La météorite de Sylacauga, en anglais Sylacauga meteorite, est une météorite tombée sur Terre le 30 novembre 1954 à Oak Grove, un faubourg de Sylacauga, dans l'Alabama, aux États-Unis."
Q10934;cosmos;"Nébuleuse du Crabe";"Crab Nebula";"phare+saviez";10;5;ecrit;"fr";2026-09-03;2026-09-07;;"Les Chinois ont noté en 1054 une étoile visible en plein jour pendant vingt-trois jours ; ses débris filent toujours à 1 500 km/s.";"La nébuleuse du Crabe (M1, NGC 1952, Taurus A, Taurus X-1, Sh2-244) est une nébuleuse de vent de pulsar (plérion) et un rémanent de supernova de la constellation du Taureau, du bras de Persée de la Voie lactée."
Q2126;cosmos;"Neutrino";"Neutrino";"phare+saviez";10;1;ecrit;"fr";2026-09-03;2026-09-07;;"Cent mille milliards de neutrinos traversent votre corps chaque seconde sans jamais rien toucher.";"Le neutrino est une particule élémentaire du modèle standard de la physique des particules. Les neutrinos sont des fermions de spin ½, plus précisément des leptons."
Q649549;vivant;"";"Nine-banded armadillo";"phare+saviez";10;0;ecrit;"fr";2026-09-03;2026-09-07;;"Il donne toujours naissance à quatre petits génétiquement identiques issus d'un seul œuf, et c'est l'un des rares animaux à contracter la lèpre.";"Le tatou à neuf bandes ou tatou commun (Dasypus novemcinctus) est une espèce de tatous de la sous-famille des Dasypodinae. C'est l'espèce la plus répandue du genre."
Q186875;sciences;"Nombre de Mersenne premier";"Mersenne prime";"phare+saviez";10;2;ecrit;"fr";2026-09-03;2026-09-07;;"Le plus grand nombre premier connu compte plus de quarante millions de chiffres : l'imprimer remplirait plusieurs dizaines de milliers de pages serrées.";"En mathématiques et plus précisément en arithmétique, un nombre de Mersenne est un nombre de la forme 2n − 1 (souvent noté Mn), où n est un entier naturel non nul ; un nombre de Mersenne premier (ou nombre premier de Mersenne) est donc un nombre premier de cette forme."
Q746787;terre;"Ol Doinyo Lengaï";"Ol Doinyo Lengai";"phare+saviez";10;0;ecrit;"fr";2026-09-03;2026-09-07;;"Sa lave, unique au monde, coule noire à cinq cents degrés seulement et blanchit comme de la neige en quelques heures.";"L’Ol Doinyo Lengaï est un stratovolcan de Tanzanie situé sur l'escarpement du rift de Gregory, branche orientale du rift est-africain qui parcourt l'Afrique de l'Est du nord au sud."
Q19627509;arts;"Once Upon a Time in Shaolin";"Once Upon a Time in Shaolin";"insolite+phare";10;7;ecrit;"fr";2026-09-03;2026-09-07;;"L'album n'existe qu'en un seul exemplaire, vendu deux millions de dollars, avec interdiction contractuelle de le diffuser avant 2103.";"Once Upon a Time in Shaolin est un double album du Wu-Tang Clan enregistré entre 2008 et 2013 et produit à un seul exemplaire. L'exemplaire unique a été vendu en 2015 aux enchères pour 2 millions de dollars, un record."
Q422326;histoire;"Opération Bernhard";"Operation Bernhard";"insolite+phare+saviez";10;5;ecrit;"fr";2026-09-03;2026-09-07;;"Des prisonniers de Sachsenhausen ont imprimé pour cent trente millions de livres de faux billets britanniques, jetés dans un lac autrichien en 1945.";"L'opération Bernhard était un projet de l'Allemagne nazie visant à falsifier des billets de banque britanniques. Le plan initial consistait à larguer les billets sur la Grande-Bretagne pour provoquer l'effondrement de l'économie britannique pendant la Seconde Guerre mondiale."
Q2739742;histoire;"Opération Chaton acoustique";"Acoustic Kitty";"insolite+phare+saviez";10;6;publie;"fr";2026-09-03;;2026-09-05;"La CIA a dépensé des millions pour câbler un chat espion, relâché près d'un parc de Washington et écrasé par un taxi lors de sa première mission.";"L'opération Chaton acoustique (en anglais Acoustic Kitty) est une opération de la direction de la science et technologie de la CIA en projet entre 1961 et 1966 L'opération et ses détails sont rendus publics en 2001 dans le cadre de la déclassification de documents."
Q205073;histoire;"Pacte Briand-Kellogg";"Kellogg–Briand Pact";"phare+saviez";10;4;ecrit;"fr";2026-09-03;2026-09-07;;"Soixante-trois pays ont solennellement mis la guerre hors la loi en 1928, onze ans avant la plus grande guerre de l'histoire.";"Le pacte Briand-Kellogg, ou pacte de Paris, est un traité de paix signé en 1928 par soixante-trois pays qui « condamnent le recours à la guerre pour le règlement des différends internationaux et y renoncent en tant qu'instrument de politique nationale dans leurs relations mutuelles »."
Q18350297;sciences;"Passage du calendrier julien au calendrier grégorien";"Adoption of the Gregorian calendar";"insolite+phare+saviez";10;3;ecrit;"fr";2026-09-03;2026-09-07;;"En octobre 1582, le lendemain du jeudi 4 fut le vendredi 15 : dix jours entiers ont été rayés du calendrier d'un trait de plume.";"Le passage du calendrier julien au calendrier grégorien, promulgué par le pape Grégoire XIII en février 1582, a eu lieu dans un court délai, souvent moins d'un an, dans la plupart des pays catholiques ; en revanche, les pays protestants comme les pays orthodoxes ont alors ignoré ou refusé ce changem"
Q207669;histoire;"Pengő";"Hungarian pengő";"insolite+phare+saviez";10;4;publie;"fr";2026-09-03;;2026-09-05;"En 1946, la Hongrie a imprimé un billet de cent millions de milliards de pengő, et les prix changeaient plusieurs fois par jour.";"Le pengő (prononcé [ˈpɛŋgøː]) a été l'unité monétaire de la Hongrie du 1er janvier 1927, date à laquelle il remplaça la couronne austro-hongroise, au 31 juillet 1946, où il fut remplacé par le forint."
Q412;cosmos;"Plaque de Pioneer";"Pioneer plaque";"phare+saviez";10;1;ecrit;"fr";2026-09-03;2026-09-07;;"Une plaque en or gravée d'un couple nu file vers les étoiles depuis cinquante ans, et personne ne la reverra jamais.";"La plaque de Pioneer est une plaque métallique embarquée à bord de Pioneer 10 et Pioneer 11, deux sondes spatiales lancées respectivement en mars 1972 et avril 1973."
Q201876;mysteres;"Poon Lim";"Poon Lim";"insolite+phare";10;5;publie;"fr";2026-09-03;;2026-09-05;"Torpillé en 1942, il a passé cent trente-trois jours seul sur un radeau, pêchant avec un hameçon fabriqué dans un clou de lampe torche.";"Poon Lim, né le 8 mars 1918 sur l'île de Hainan et mort le 4 janvier 1991 à Brooklyn, est un marin chinois de la marine marchande britannique, puis américaine, connu pour avoir survécu 133 jours seul dans l'océan Atlantique Sud entre 1942 et 1943."
Q70458;terre;"Porte de l'Enfer (Turkménistan)";"Darvaza gas crater";"insolite+phare+saviez";10;1;publie;"fr";2026-09-03;;2026-09-04;"Un cratère de gaz allumé en 1971 « pour quelques jours ». Il brûle toujours.";"La Porte de l'Enfer est un champ de gaz naturel situé à Derweze (également orthographié Darvaza, ce qui signifie « porte »), dans la province d'Ahal au Turkménistan."
Q3305462;mysteres;"R v. Dudley and Stephens";"R v Dudley and Stephens";"phare+saviez";10;5;publie;"fr";2026-09-03;;2026-09-05;"Trois naufragés anglais ont mangé le mousse en 1884, et leur procès a fixé pour toujours que la nécessité n'excuse pas le meurtre.";"R v. Dudley and Stephens (Regina versus Dudley and Stephens - 1884) est une affaire criminelle majeure en droit anglais qui constitua un précédent au sein de la common law, établissant que la nécessité n'était pas une défense à une accusation de meurtre."
Q32980;sciences;"Racine carrée inverse rapide";"Fast inverse square root";"phare+saviez";10;5;ecrit;"fr";2026-09-03;2026-09-07;;"Un fragment de code de jeu vidéo calcule une racine à l'aide d'une constante magique dont personne ne sait vraiment qui l'a trouvée.";"La racine carrée inverse rapide (en anglais fast inverse square root, parfois abrégé Fast InvSqrt() ou par la constante 0x5f3759df en hexadécimal) est une méthode pour calculer x−½, aussi notée 1/√x, l'inverse de la racine carrée d'un nombre à virgule flottante à simple précision sur 32 bits."
