n;univers;univers_nom;titre;pourquoi;refuser
171;arts;"Arts & Civilisations";"L'Origine du monde";"Le tableau a passé des décennies caché derrière un panneau coulissant peint par un autre artiste, chez un psychanalyste.";
172;arts;"Arts & Civilisations";"La Bataille d'Anghiari";"La fresque perdue de Léonard serait cachée derrière un mur peint par Vasari, qui y aurait laissé l'inscription « cherche et tu trouveras ».";
173;arts;"Arts & Civilisations";"La Chambre bleue (Picasso)";"Sous la baigneuse, l'infrarouge a révélé le portrait d'un homme barbu à nœud papillon, peint quelques mois plus tôt.";
174;arts;"Arts & Civilisations";"La Cène (Léonard de Vinci)";"Peinte à sec sur un mur humide, elle s'écaillait déjà du vivant de Léonard et a été repeinte par des générations de restaurateurs.";
175;arts;"Arts & Civilisations";"La Dame à la licorne";"Les six tentures pourrissaient dans un château humide, rongées par les rats, quand Mérimée les a fait sauver.";
176;arts;"Arts & Civilisations";"La Disparition";"Un roman de trois cents pages sans une seule lettre e, traduit dans plusieurs langues en respectant la même contrainte.";
177;arts;"Arts & Civilisations";"La Passion de Jeanne d'Arc";"Le négatif avait brûlé ; une copie intacte a été retrouvée dans le placard d'un hôpital psychiatrique norvégien.";
178;arts;"Arts & Civilisations";"La Ronde de nuit";"Le tableau a été rogné sur ses quatre côtés en 1715 pour tenir entre deux portes de l'hôtel de ville d'Amsterdam.";
179;arts;"Arts & Civilisations";"La Souricière";"La même pièce se joue à Londres sans interruption depuis 1952, et le public jure chaque soir de ne pas révéler la fin.";
180;arts;"Arts & Civilisations";"Langue des signes de Martha's Vineyard";"Sur cette île, la surdité était si fréquente que tout le monde signait, entendants compris, sans y voir un handicap.";
181;arts;"Arts & Civilisations";"Langue des signes nicaraguayenne";"Des enfants sourds réunis dans une même école ont inventé de zéro une langue complète, sous les yeux des linguistes.";
182;arts;"Arts & Civilisations";"Langue wampanoag";"Une linguiste a ressuscité la langue de ses ancêtres à partir d'une bible du XVIIe siècle, et sa fille l'a parlée dès la naissance.";
183;arts;"Arts & Civilisations";"Lascaux";"La grotte a été fermée au public parce que le souffle des visiteurs faisait pousser algues et champignons sur les peintures.";
184;arts;"Arts & Civilisations";"Le Christ moqué";"Une vieille dame l'avait accroché au-dessus de sa plaque de cuisson : c'était un Cimabue, vendu vingt-quatre millions d'euros.";
185;arts;"Arts & Civilisations";"Le Cri";"Munch a lui-même écrit au crayon sur son tableau : « ne peut avoir été peint que par un fou ».";
186;arts;"Arts & Civilisations";"Le Devisement du monde";"Marco Polo a dicté ses voyages depuis une prison génoise à un compagnon de cellule qui écrivait des romans de chevalerie.";
187;arts;"Arts & Civilisations";"Le Livre de Margery Kempe";"La première autobiographie en anglais a été retrouvée en 1934 dans une armoire familiale, au milieu du matériel de ping-pong.";
188;arts;"Arts & Civilisations";"Le Messie (violon)";"Ce Stradivarius a si peu servi que son vernis est intact, et des experts doutent encore qu'il soit authentique.";
189;arts;"Arts & Civilisations";"Le Sacre du printemps";"La création a viré à l'émeute : le public hurlait si fort que les danseurs n'entendaient plus l'orchestre depuis la scène.";
190;arts;"Arts & Civilisations";"Le Turc mécanique";"Cet automate joueur d'échecs a battu Napoléon et Franklin pendant quatre-vingts ans : un homme était plié à l'intérieur.";
191;arts;"Arts & Civilisations";"Le Voyage dans la Lune";"Une copie coloriée à la main, retrouvée en Espagne à l'état de bloc collé, a demandé plus de dix ans de restauration.";
192;arts;"Arts & Civilisations";"Les Cent Vingt Journées de Sodome";"Sade a écrit ce rouleau de douze mètres à la Bastille en trente-sept nuits, sur des feuillets collés bout à bout, et l'a cru perdu.";
193;arts;"Arts & Civilisations";"Les Juges intègres";"Le panneau volé de L'Agneau mystique en 1934 n'a jamais reparu ; le suspect est mort en jurant qu'il était seul à savoir où il se trouvait.";
194;arts;"Arts & Civilisations";"Les Mille et Une Nuits";"Aladin et Ali Baba n'apparaissent dans aucun manuscrit arabe : le traducteur français les tenait d'un conteur syrien rencontré à Paris.";
195;arts;"Arts & Civilisations";"Les Rapaces";"Stroheim a livré neuf heures de film ; le studio a tout coupé et détruit les bobines, dont il ne reste que des photographies.";
196;arts;"Arts & Civilisations";"Les Sept Piliers de la sagesse";"Lawrence a oublié l'unique manuscrit de son livre sur un banc de gare, et l'a réécrit entièrement de mémoire.";
197;arts;"Arts & Civilisations";"Les Tournesols (Van Gogh)";"L'une des versions a brûlé dans un bombardement au Japon en 1945 ; il n'en reste qu'une photographie en noir et blanc.";
198;arts;"Arts & Civilisations";"Les Âmes mortes";"Gogol a jeté au feu la deuxième partie de son roman dix jours avant de se laisser mourir de faim.";
199;arts;"Arts & Civilisations";"Linéaire A";"On sait prononcer ces signes crétois sans comprendre un seul mot : la langue cachée derrière l'écriture reste totalement inconnue.";
200;arts;"Arts & Civilisations";"Linéaire B";"Un architecte amateur a déchiffré seul cette écriture et découvert qu'elle notait du grec, plusieurs siècles avant Homère.";
201;arts;"Arts & Civilisations";"Logistics (film)";"Ce film dure trente-cinq jours et remonte à l'envers, en temps réel, la chaîne logistique d'un podomètre jusqu'à son usine.";
202;arts;"Arts & Civilisations";"London After Midnight";"Le dernier exemplaire a brûlé dans un incendie de studio en 1965 : c'est le film muet le plus recherché du monde.";
203;arts;"Arts & Civilisations";"London Bridge (Lake Havasu City)";"Un homme d'affaires a acheté le pont de Londres en 1968 et l'a fait remonter pierre par pierre au milieu du désert d'Arizona.";
204;arts;"Arts & Civilisations";"Longplayer";"Cette musique a commencé le 1er janvier 2000 et ne se répétera jamais avant sa dernière note, prévue dans mille ans.";
205;arts;"Arts & Civilisations";"Lothar Malskat";"Chargé de restaurer des fresques médiévales, il les a purement inventées, avec une dinde impossible en Europe, puis a dû se dénoncer lui-même.";
206;arts;"Arts & Civilisations";"Louis Braille";"À quinze ans, il a transformé un code militaire fait pour lire dans le noir en alphabet tactile, contre l'avis de son école.";
207;arts;"Arts & Civilisations";"Louis Le Prince";"L'auteur du plus ancien film connu s'est volatilisé d'un train quelques mois avant de présenter publiquement son invention.";
208;arts;"Arts & Civilisations";"Love Is in the Bin";"Le tableau s'est déchiqueté tout seul au coup de marteau de l'adjudication, et sa valeur en a été multipliée.";
209;arts;"Arts & Civilisations";"Lyre d'Ur";"Le bois avait entièrement disparu : on a retrouvé l'instrument en coulant du plâtre dans le vide qu'il avait laissé dans le sol.";
210;arts;"Arts & Civilisations";"Léon Theremin";"L'inventeur de l'instrument qu'on joue sans le toucher a aussi conçu le micro caché offert à l'ambassade américaine à Moscou.";
211;arts;"Arts & Civilisations";"Makt myrkranna";"La prétendue traduction islandaise de Dracula s'est révélée être un tout autre roman, avec une intrigue et des personnages inventés.";
212;arts;"Arts & Civilisations";"Mannois";"L'UNESCO l'a déclaré éteint en 2009 ; des écoliers de l'île de Man lui ont écrit, en mannois, pour demander en quelle langue ils écrivaient.";
213;arts;"Arts & Civilisations";"Manuscrit Rohonc";"Un codex hongrois de plus de quatre cents pages, écrit dans un alphabet de cent cinquante signes que personne ne déchiffre.";
214;arts;"Arts & Civilisations";"Manuscrits de Tombouctou";"Des familles ont évacué des centaines de milliers de manuscrits en pirogue, en charrette et à moto pour les sauver.";
215;arts;"Arts & Civilisations";"Marcha Real";"L'hymne espagnol n'a aucune parole officielle : toutes les tentatives d'en écrire ont été abandonnées depuis deux siècles.";
216;arts;"Arts & Civilisations";"Mark Landis";"Il offrait ses faux aux musées, parfois déguisé en prêtre, sans jamais demander un centime : aucune loi ne permettait de le poursuivre.";
217;arts;"Arts & Civilisations";"Masque d'Agamemnon";"Le masque d'or que Schliemann crut poser sur le visage d'Agamemnon date de trois siècles avant la guerre de Troie.";
218;arts;"Arts & Civilisations";"Masque funéraire de Toutânkhamon";"La barbe s'étant détachée, un employé du musée l'a recollée à la colle époxy, puis a gratté les bavures au cutter.";
219;arts;"Arts & Civilisations";"Max Brod";"Kafka lui avait ordonné de brûler tous ses manuscrits sans les lire ; il a publié Le Procès et Le Château à la place.";
220;arts;"Arts & Civilisations";"Mehen";"On jouait il y a cinq mille ans sur un plateau en forme de serpent enroulé, dont plus personne ne connaît les règles.";
221;arts;"Arts & Civilisations";"Merde d'artiste";"Quatre-vingt-dix boîtes de conserve scellées en 1961 se vendent aujourd'hui bien plus cher que leur poids en or.";
222;arts;"Arts & Civilisations";"Mesrop Machtots";"Il a créé l'alphabet arménien vers 405 pour traduire la Bible, et la langue s'écrit encore aujourd'hui avec ces mêmes lettres.";
223;arts;"Arts & Civilisations";"Metropolis";"Un quart du film manquait depuis 1927, jusqu'à ce qu'une copie longue refasse surface dans un musée de Buenos Aires.";
224;arts;"Arts & Civilisations";"Mimolette";"Les États-Unis ont bloqué des tonnes de mimolette parce que sa croûte est travaillée par des acariens bien vivants.";
225;arts;"Arts & Civilisations";"Mine de sel d'Altaussee";"Des mineurs autrichiens ont saboté les bombes qui devaient faire sauter des milliers d'œuvres volées cachées sous la montagne.";
226;arts;"Arts & Civilisations";"Miserere (Allegri)";"Le Vatican interdisait de copier la partition ; Mozart, à quatorze ans, l'a notée de mémoire après une seule audition.";
227;arts;"Arts & Civilisations";"Moaï";"Les statues de l'île de Pâques ont un corps entier enfoui sous le sol, couvert de gravures que personne ne soupçonnait.";
228;arts;"Arts & Civilisations";"Momies Chinchorro";"Des pêcheurs du désert d'Atacama démontaient leurs morts et les remontaient sur des squelettes de roseau, deux mille ans avant les Égyptiens.";
229;arts;"Arts & Civilisations";"Momies de Guanajuato";"Le sol d'un cimetière mexicain momifiait naturellement les corps, exhumés faute de paiement d'une taxe funéraire.";
230;arts;"Arts & Civilisations";"Momies du Tarim";"Des corps aux cheveux clairs, vêtus d'étoffes à carreaux évoquant le tartan, reposent depuis presque quatre mille ans en plein désert chinois.";
231;arts;"Arts & Civilisations";"Monopoly";"Des exemplaires spéciaux envoyés aux prisonniers de guerre cachaient des cartes en soie, une boussole et de vrais billets de banque.";
232;arts;"Arts & Civilisations";"Mont Rushmore";"Derrière la tête de Lincoln, une salle des Archives creusée dans la roche est restée inachevée, avec un coffre scellé en 1998.";
233;arts;"Arts & Civilisations";"Moon Museum";"Six artistes, dont Warhol, auraient fait fixer une minuscule plaque de céramique gravée sur un pied du module lunaire.";
234;arts;"Arts & Civilisations";"Musique sur os";"En URSS, le jazz interdit se gravait sur des radiographies usagées récupérées dans les poubelles des hôpitaux.";
235;arts;"Arts & Civilisations";"Musée national du Brésil";"Vingt millions de pièces ont brûlé en une nuit de 2018, dont Luzia, le plus ancien crâne humain des Amériques.";
236;arts;"Arts & Civilisations";"Mysterium";"Scriabine préparait dans l'Himalaya une œuvre avec des cloches suspendues aux nuages, censée provoquer la fin du monde.";
237;arts;"Arts & Civilisations";"Mécanisme d'Anticythère";"Un calculateur astronomique à engrenages, grec, vieux de deux mille ans. On n'a rien fait d'aussi complexe pendant les mille quatre cents années suivantes.";
238;arts;"Arts & Civilisations";"Mémoires de Lord Byron";"Ses amis les ont brûlées dans la cheminée d'un éditeur londonien un mois après sa mort, presque sans les avoir lues.";
239;arts;"Arts & Civilisations";"Météores";"Avant que des escaliers soient taillés, on montait aux monastères perchés dans un filet hissé à la corde, remplacée « quand elle cassait ».";
240;arts;"Arts & Civilisations";"N'ko";"Un Guinéen a inventé en 1949 un alphabet pour les langues mandingues, après avoir lu qu'elles étaient impossibles à écrire.";
241;arts;"Arts & Civilisations";"Nachos";"Un maître d'hôtel mexicain sans cuisinier a improvisé des tortillas gratinées pour des clientes pressées, un soir de 1943.";
242;arts;"Arts & Civilisations";"Nag Hammadi";"Un paysan égyptien creusant pour trouver de l'engrais a déterré treize codex gnostiques ; sa mère en aurait brûlé une partie.";
243;arts;"Arts & Civilisations";"Nativité avec saint François et saint Laurent";"Ce Caravage volé à Palerme en 1969 aurait servi de tapis dans une ferme mafieuse avant d'être rongé par les rats.";
244;arts;"Arts & Civilisations";"Newgrange";"Chaque solstice d'hiver, un rayon de soleil entre par une ouverture taillée exprès et remonte dix-neuf mètres de couloir jusqu'à la chambre.";
245;arts;"Arts & Civilisations";"Nosferatu";"La justice a ordonné la destruction de toutes les copies pour plagiat de Dracula ; le film ne survit que grâce à celles qui avaient fui.";
